name,sku,barcode,package,brand,roi,roi_days,short_description,long_description,in_stock,cost,price,featured_image,images,location,active
"CARE COOLINE PRICKLY HEAT POWDER",52954041,7427,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.324,0.504,grocerapp-care-cooline-prickly-heat-powder-5ffc083953660.jpeg,"grocerapp-care-cooline-prickly-heat-powder-5ffc083953660.jpeg,grocerapp-care-cooline-prickly-heat-powder-5ffc083953660.jpeg",assets/images/product_images/,1
"NIVEA BLACK N WITHE CLEAR F WOMEN 50ML",302138354,8185,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.332,1.512,grocerapp-nivea-black-n-withe-clear-5f7d5f344d15c.jpeg,"grocerapp-nivea-black-n-withe-clear-5f7d5f344d15c.jpeg,grocerapp-nivea-black-n-withe-clear-5f7d5f344d15c.jpeg",assets/images/product_images/,1
"Gillette Mach 3 Shaving Razor with 1 Blade",16552608,25129,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.638,1.818,grocerapp-gillette-mach-3-razor-with-5ee0dc1b028cf.jpeg,"grocerapp-gillette-mach-3-razor-with-5ee0dc1b028cf.jpeg,grocerapp-gillette-mach-3-razor-with-5ee0dc1b028cf.jpeg",assets/images/product_images/,1
"Always Nights Feather Soft 2in1 Sanitary Pads, Long, Trio Pack",967370596,20143,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,2.286,2.4659999999999997,grocerapp-always-dreamzzz-2in1-60c99b1c80af3.jpeg,"grocerapp-always-dreamzzz-2in1-60c99b1c80af3.jpeg,grocerapp-always-dreamzzz-2in1-60c99b1c80af3.jpeg",assets/images/product_images/,1
"Always Ultra Sanitary Pads Extra Long Quatro Pack",812214460,3857,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,2.2319999999999998,2.412,grocerapp-always-ultra-5e6cf6e3ab644.png,"grocerapp-always-ultra-5e6cf6e3ab644.png,grocerapp-always-ultra-5e6cf6e3ab644.png",assets/images/product_images/,1
"Dalan D Olive Volumizing Shampoo For Thin & Limp Hair",325477941,15995,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,2.1564,2.3364,grocerapp-dalan-d-olive-volumizing-shampoo-5f5c96b77f5c0.jpeg,"grocerapp-dalan-d-olive-volumizing-shampoo-5f5c96b77f5c0.jpeg,grocerapp-dalan-d-olive-volumizing-shampoo-5f5c96b77f5c0.jpeg",assets/images/product_images/,1
"Gillette Mach 3 Turbo Shaving Blades - 2 Blades Pack",329793938,18342,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,3.15,3.33,grocerapp-gillette-mach-3-turbo-shaving-5e6bd6a5d350e.png,"grocerapp-gillette-mach-3-turbo-shaving-5e6bd6a5d350e.png,grocerapp-gillette-mach-3-turbo-shaving-5e6bd6a5d350e.png",assets/images/product_images/,1
"Gillette Mach 3 Turbo Razor with Blade",585103479,20283,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.908,2.088,grocerapp-gillette-mach-3-turbo-razor-5e6c0ef52eb29.png,"grocerapp-gillette-mach-3-turbo-razor-5e6c0ef52eb29.png,grocerapp-gillette-mach-3-turbo-razor-5e6c0ef52eb29.png",assets/images/product_images/,1
"Nivea Men Face Wash Refreshing With Aloe Vera",298381298,4058,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,2.16,2.34,grocerapp-nivea-men-face-wash-refreshing-5f3500e17f44e.jpeg,"grocerapp-nivea-men-face-wash-refreshing-5f3500e17f44e.jpeg,grocerapp-nivea-men-face-wash-refreshing-5f3500e17f44e.jpeg",assets/images/product_images/,1
"CLOSE UP NATURE BOOST MOUTH WASH",365508258,4109,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.9359999999999999,1.1159999999999999,grocerapp-close-up-nature-boost-mouth-610a3796a20ec.jpeg,"grocerapp-close-up-nature-boost-mouth-610a3796a20ec.jpeg,grocerapp-close-up-nature-boost-mouth-610a3796a20ec.jpeg",assets/images/product_images/,1
"Close Up Soft Bristles Fresh Breath Kit Removes Germs That Cause Bad Breath",861272800,11553,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.594,0.774,grocerapp-close-up-soft-bristles-fresh-5e6ce951a148e.jpeg,"grocerapp-close-up-soft-bristles-fresh-5e6ce951a148e.jpeg,grocerapp-close-up-soft-bristles-fresh-5e6ce951a148e.jpeg",assets/images/product_images/,1
"Lux Hand Wash Blooming Flowers",533161544,6850,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.44,1.6199999999999999,grocerapp-lux-hand-wash-blooming-flowers-5fc765891fa92.jpeg,"grocerapp-lux-hand-wash-blooming-flowers-5fc765891fa92.jpeg,grocerapp-lux-hand-wash-blooming-flowers-5fc765891fa92.jpeg",assets/images/product_images/,1
"Nivea Black&white Invisible Fresh Roll On",240792516,21632,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.332,1.512,grocerapp-nivea-blackwhite-invisible-fresh-5f9baf94246dd.jpeg,"grocerapp-nivea-blackwhite-invisible-fresh-5f9baf94246dd.jpeg,grocerapp-nivea-blackwhite-invisible-fresh-5f9baf94246dd.jpeg",assets/images/product_images/,1
"SIENA HANDWASH VELVET PURPLE",366610363,23922,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.828,1.008,grocerapp-siena-handwash-velvet-purple-627e0d94be0d5.jpeg,"grocerapp-siena-handwash-velvet-purple-627e0d94be0d5.jpeg,grocerapp-siena-handwash-velvet-purple-627e0d94be0d5.jpeg",assets/images/product_images/,1
"Sincere Ultra Thin Long",799554726,15209,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.46799999999999997,0.648,grocerapp-sincere-ultra-thin-extra-long-5eb3dadda5d91.jpeg,"grocerapp-sincere-ultra-thin-extra-long-5eb3dadda5d91.jpeg,grocerapp-sincere-ultra-thin-extra-long-5eb3dadda5d91.jpeg",assets/images/product_images/,1
"Bold Hydar Boost With Active Bamboo Charcoal Face Wash",443994220,920,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.864,1.044,grocerapp-bold-hydar-boost-with-active-5fb6448bcb7d8.jpeg,"grocerapp-bold-hydar-boost-with-active-5fb6448bcb7d8.jpeg,grocerapp-bold-hydar-boost-with-active-5fb6448bcb7d8.jpeg",assets/images/product_images/,1
"Palmolive Naturals Olive Extract Shower Gel (Imported)",65401918,19878,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.8099999999999999,0.99,grocerapp-palmolive-naturals-olive-extract-shower-601bc1f4cd61a.jpeg,"grocerapp-palmolive-naturals-olive-extract-shower-601bc1f4cd61a.jpeg,grocerapp-palmolive-naturals-olive-extract-shower-601bc1f4cd61a.jpeg",assets/images/product_images/,1
"Blow Dry Brush Wooden No 3060",895214098,15116,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.2564,1.4364,grocerapp-blow-dry-brush-wooden-no-61b195095a724.jpeg,"grocerapp-blow-dry-brush-wooden-no-61b195095a724.jpeg,grocerapp-blow-dry-brush-wooden-no-61b195095a724.jpeg",assets/images/product_images/,1
"Dove Colour Care Shampoo",832160008,24051,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.908,2.088,grocerapp-dove-colour-care-5f5c9cada4533.jpeg,"grocerapp-dove-colour-care-5f5c9cada4533.jpeg,grocerapp-dove-colour-care-5f5c9cada4533.jpeg",assets/images/product_images/,1
"Butterfly Ultra Thin E Large",187892435,3215,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.46799999999999997,0.648,grocerapp-butterfly-ultra-thin-e-large-633403f58a1ff.jpeg,"grocerapp-butterfly-ultra-thin-e-large-633403f58a1ff.jpeg,grocerapp-butterfly-ultra-thin-e-large-633403f58a1ff.jpeg",assets/images/product_images/,1
"Nivea Men Acne Oil Clear Acne Defense Foam",215849982,18737,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.188,1.3679999999999999,grocerapp-nivea-men-acne-oil-clear-5f4cd80149e76.jpeg,"grocerapp-nivea-men-acne-oil-clear-5f4cd80149e76.jpeg,grocerapp-nivea-men-acne-oil-clear-5f4cd80149e76.jpeg",assets/images/product_images/,1
"Adidas Orange Extract Team Force Stimulating Body Hair Face 3 Shower Gel",702693284,19583,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.188,1.3679999999999999,grocerapp-adidas-orange-extract-team-force-5e6cdf6ee94dd.png,"grocerapp-adidas-orange-extract-team-force-5e6cdf6ee94dd.png,grocerapp-adidas-orange-extract-team-force-5e6cdf6ee94dd.png",assets/images/product_images/,1
"Sincere Maxi Thick Extra Long Value Pack",809175098,6573,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.188,1.3679999999999999,grocerapp-sincere-maxi-thick-extra-long-5ef723b2463ea.jpeg,"grocerapp-sincere-maxi-thick-extra-long-5ef723b2463ea.jpeg,grocerapp-sincere-maxi-thick-extra-long-5ef723b2463ea.jpeg",assets/images/product_images/,1
"Dove Intensive Repair Shampoo (Imported)",503649066,3171,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.908,2.088,grocerapp-dove-intensive-repair-shampoo-imported-5ffbfe36d58e1.jpeg,"grocerapp-dove-intensive-repair-shampoo-imported-5ffbfe36d58e1.jpeg,grocerapp-dove-intensive-repair-shampoo-imported-5ffbfe36d58e1.jpeg",assets/images/product_images/,1
"WBM Shoe Polish Cream Black | Product of USA",6484993,1116,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.5364,0.7163999999999999,grocerapp-wbm-shoe-care-shoe-polish-6035f93393b6b.jpeg,"grocerapp-wbm-shoe-care-shoe-polish-6035f93393b6b.jpeg,grocerapp-wbm-shoe-care-shoe-polish-6035f93393b6b.jpeg",assets/images/product_images/,1
"Head & Shoulders Dry Scalp Care Shampoo",607236308,11005,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,2.628,2.808,grocerapp-head-shoulders-dry-scalp-5e9af71050105.jpeg,"grocerapp-head-shoulders-dry-scalp-5e9af71050105.jpeg,grocerapp-head-shoulders-dry-scalp-5e9af71050105.jpeg",assets/images/product_images/,1
"Garnier Men Power White Facewash",190224549,7759,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.5364,0.7163999999999999,grocerapp-garnier-men-power-white-facewash-60a4d0ac54080.jpeg,"grocerapp-garnier-men-power-white-facewash-60a4d0ac54080.jpeg,grocerapp-garnier-men-power-white-facewash-60a4d0ac54080.jpeg",assets/images/product_images/,1
"Kiwi Shoe Polish Brown",689475591,20335,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.08,1.26,grocerapp-kiwi-shoe-polish-brown-5ed7d4179e84e.jpeg,"grocerapp-kiwi-shoe-polish-brown-5ed7d4179e84e.jpeg,grocerapp-kiwi-shoe-polish-brown-5ed7d4179e84e.jpeg",assets/images/product_images/,1
"Cherry - Liquid White Polish",126035195,24487,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.8964,1.0764,grocerapp-cherry-blossom-liquid-white-for-5e9975f76c469.jpeg,"grocerapp-cherry-blossom-liquid-white-for-5e9975f76c469.jpeg,grocerapp-cherry-blossom-liquid-white-for-5e9975f76c469.jpeg",assets/images/product_images/,1
"Nivea Fresh Comfort Roll On",28316231,17598,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.332,1.512,grocerapp-nivea-fresh-comfort-roll-on-5f3516e49838a.jpeg,"grocerapp-nivea-fresh-comfort-roll-on-5f3516e49838a.jpeg,grocerapp-nivea-fresh-comfort-roll-on-5f3516e49838a.jpeg",assets/images/product_images/,1
"Cussons Carex Original Shower Gel",668930841,5275,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.1159999999999999,1.296,grocerapp-cussons-carex-original-shower-gel-5ec7732797eb1.jpeg,"grocerapp-cussons-carex-original-shower-gel-5ec7732797eb1.jpeg,grocerapp-cussons-carex-original-shower-gel-5ec7732797eb1.jpeg",assets/images/product_images/,1
"CLOSE UP ARCTIC SHOCK ATTRACTION TOOTH PASTE",102135906,21986,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.666,0.846,grocerapp-close-up-arctic-shock-attraction-60dee768be3e5.jpeg,"grocerapp-close-up-arctic-shock-attraction-60dee768be3e5.jpeg,grocerapp-close-up-arctic-shock-attraction-60dee768be3e5.jpeg",assets/images/product_images/,1
"Dove powder soft spray",146924904,3631,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.08,1.26,grocerapp-dove-powder-soft-spray-5fbcebaf83db9.jpeg,"grocerapp-dove-powder-soft-spray-5fbcebaf83db9.jpeg,grocerapp-dove-powder-soft-spray-5fbcebaf83db9.jpeg",assets/images/product_images/,1
"Palmolive Naturals Honey Extract Shower Gel (Imported)",767890514,4213,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.8099999999999999,0.99,grocerapp-palmolive-naturals-honey-extract-shower-601bc156ad9fc.jpeg,"grocerapp-palmolive-naturals-honey-extract-shower-601bc156ad9fc.jpeg,grocerapp-palmolive-naturals-honey-extract-shower-601bc156ad9fc.jpeg",assets/images/product_images/,1
"VASELINE MEN FAST ABSORBING LOTION",527346875,22358,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.8964,1.0764,grocerapp-vaseline-men-fast-absorbing-lotion-61dfcedab9b5b.jpeg,"grocerapp-vaseline-men-fast-absorbing-lotion-61dfcedab9b5b.jpeg,grocerapp-vaseline-men-fast-absorbing-lotion-61dfcedab9b5b.jpeg",assets/images/product_images/,1
"WBM Body Wash Lavender & Almond | Product of USA",201273615,25677,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.7964,1.9764,grocerapp-wbm-care-levender-and-almond-602e6ea6ac619.jpeg,"grocerapp-wbm-care-levender-and-almond-602e6ea6ac619.jpeg,grocerapp-wbm-care-levender-and-almond-602e6ea6ac619.jpeg",assets/images/product_images/,1
"Dove Invisible Dry Spray",734178179,22192,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.044,1.224,grocerapp-dove-invisible-dry-spray-5fc498e8cbc14.jpeg,"grocerapp-dove-invisible-dry-spray-5fc498e8cbc14.jpeg,grocerapp-dove-invisible-dry-spray-5fc498e8cbc14.jpeg",assets/images/product_images/,1
"NIKE THE PERFUME MEN BODY SPRAY 200ML",51604604,23214,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.6019999999999999,1.782,grocerapp-nike-the-perfume-men-body-5f8403e8274e4.jpeg,"grocerapp-nike-the-perfume-men-body-5f8403e8274e4.jpeg,grocerapp-nike-the-perfume-men-body-5f8403e8274e4.jpeg",assets/images/product_images/,1
"AQUA FRESH TRIPLE PROTECTION T/PAST Menthol",423672961,10847,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.9359999999999999,1.1159999999999999,grocerapp-aqua-fresh-triple-protection-tpast-5ff6d6e2c078f.jpeg,"grocerapp-aqua-fresh-triple-protection-tpast-5ff6d6e2c078f.jpeg,grocerapp-aqua-fresh-triple-protection-tpast-5ff6d6e2c078f.jpeg",assets/images/product_images/,1
"Fogg Royal Body Spray",863527860,19895,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.6164,1.7964,grocerapp-fogg-royal-body-spray-5f2e427950f47.jpeg,"grocerapp-fogg-royal-body-spray-5f2e427950f47.jpeg,grocerapp-fogg-royal-body-spray-5f2e427950f47.jpeg",assets/images/product_images/,1
"Gillette Mach 3 Turbo 4 Blades",553266534,16891,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,9.18,9.36,grocerapp-gillette-mach-3-turbo-4-60262b3173ada.jpeg,"grocerapp-gillette-mach-3-turbo-4-60262b3173ada.jpeg,grocerapp-gillette-mach-3-turbo-4-60262b3173ada.jpeg",assets/images/product_images/,1
"Champions Tooth Brush",192489739,24332,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.1476,0.3276,grocerapp-champions-tooth-brush-60c4b1a358553.jpeg,"grocerapp-champions-tooth-brush-60c4b1a358553.jpeg,grocerapp-champions-tooth-brush-60c4b1a358553.jpeg",assets/images/product_images/,1
"Garnier Men Power White Super Duo Foam - For Brighter Skin",647855791,6285,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.7964,1.9764,grocerapp-garnier-men-power-white-super-628205818bf39.jpeg,"grocerapp-garnier-men-power-white-super-628205818bf39.jpeg,grocerapp-garnier-men-power-white-super-628205818bf39.jpeg",assets/images/product_images/,1
"PONDS COLD CREAM",672432619,7498,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,2.538,2.718,grocerapp-ponds-cold-cream-610ba28122fb3.jpeg,"grocerapp-ponds-cold-cream-610ba28122fb3.jpeg,grocerapp-ponds-cold-cream-610ba28122fb3.jpeg",assets/images/product_images/,1
"Ponds Skin Brightening Serum Mask",811614530,19587,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.9359999999999999,1.1159999999999999,grocerapp-ponds-skin-brightening-serum-mask-615c3dea42166.jpeg,"grocerapp-ponds-skin-brightening-serum-mask-615c3dea42166.jpeg,grocerapp-ponds-skin-brightening-serum-mask-615c3dea42166.jpeg",assets/images/product_images/,1
"Soft Touch Nail Enamel Remover Lemon Enriched",399868662,23364,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.774,0.954,grocerapp-soft-touch-nail-enamel-remover-5f3ce1f6ebd7b.jpeg,"grocerapp-soft-touch-nail-enamel-remover-5f3ce1f6ebd7b.jpeg,grocerapp-soft-touch-nail-enamel-remover-5f3ce1f6ebd7b.jpeg",assets/images/product_images/,1
"Head & Shoulder Anti-Dandruff Supreme Scalp Soothing Shampoo",214804903,2559,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,2.16,2.34,grocerapp-head-shoulder-anti-dandruff-supreme-60262dc21fbbe.jpeg,"grocerapp-head-shoulder-anti-dandruff-supreme-60262dc21fbbe.jpeg,grocerapp-head-shoulder-anti-dandruff-supreme-60262dc21fbbe.jpeg",assets/images/product_images/,1
"PONDS AGE MIRACLE FACIAL TREATMENT FOAM",862535872,3857,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.656,1.8359999999999999,grocerapp-ponds-age-miracle-facial-treatment-610a5ad404d51.jpeg,"grocerapp-ponds-age-miracle-facial-treatment-610a5ad404d51.jpeg,grocerapp-ponds-age-miracle-facial-treatment-610a5ad404d51.jpeg",assets/images/product_images/,1
"WBM Care Body Lotion Lavender And Almond 300 ml",236253983,18421,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.7964,1.9764,grocerapp-wbm-care-body-lotion-lavender-602e4bc5420a8.jpeg,"grocerapp-wbm-care-body-lotion-lavender-602e4bc5420a8.jpeg,grocerapp-wbm-care-body-lotion-lavender-602e4bc5420a8.jpeg",assets/images/product_images/,1
"Colgate Twister Medium Tooth Brush",417289899,2041,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.45,0.63,grocerapp-colgate-twister-medium-tooth-brush-6038aea519f9e.jpeg,"grocerapp-colgate-twister-medium-tooth-brush-6038aea519f9e.jpeg,grocerapp-colgate-twister-medium-tooth-brush-6038aea519f9e.jpeg",assets/images/product_images/,1
"Sensodyne Advanced Repair & Protect Fluoride Tooth Paste",365554365,20897,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.962,2.142,grocerapp-sensodyne-advanced-repair-protect-5fc745444effa.jpeg,"grocerapp-sensodyne-advanced-repair-protect-5fc745444effa.jpeg,grocerapp-sensodyne-advanced-repair-protect-5fc745444effa.jpeg",assets/images/product_images/,1
"Cussons Carex Moisture Plus Shower Cream For All Skin Types",661259351,782,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.08,1.26,grocerapp-cussons-carex-moisture-plus-shower-5e6ce3b4e67f1.jpeg,"grocerapp-cussons-carex-moisture-plus-shower-5e6ce3b4e67f1.jpeg,grocerapp-cussons-carex-moisture-plus-shower-5e6ce3b4e67f1.jpeg",assets/images/product_images/,1
"Smart Collection No 94 Dunhill Desire Perfumed Deodorant Spray",735526532,17233,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.2564,1.4364,grocerapp-smart-collection-no-94-dunhill-5f4cd6306d836.jpeg,"grocerapp-smart-collection-no-94-dunhill-5f4cd6306d836.jpeg,grocerapp-smart-collection-no-94-dunhill-5f4cd6306d836.jpeg",assets/images/product_images/,1
"Garnier Men Acno Fight 6in1 Face Wash",545639284,3657,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.1159999999999999,1.296,grocerapp-garnier-men-acno-fight-6in1-607d375e1eeed.jpeg,"grocerapp-garnier-men-acno-fight-6in1-607d375e1eeed.jpeg,grocerapp-garnier-men-acno-fight-6in1-607d375e1eeed.jpeg",assets/images/product_images/,1
"Moss & Adams Cambridge Meadows Soothing Bath & Body Wash",643112387,9184,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.332,1.512,grocerapp-moss-adams-cambridge-meadows-5f40ae0c54de3.jpeg,"grocerapp-moss-adams-cambridge-meadows-5f40ae0c54de3.jpeg,grocerapp-moss-adams-cambridge-meadows-5f40ae0c54de3.jpeg",assets/images/product_images/,1
"Herbal Essences Micellar Water & Blue Ginger Shampoo",283332264,6932,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,2.16,2.34,grocerapp-herbal-essences-micellar-water--602633d543f38.jpeg,"grocerapp-herbal-essences-micellar-water--602633d543f38.jpeg,grocerapp-herbal-essences-micellar-water--602633d543f38.jpeg",assets/images/product_images/,1
"Ponds Pure Detox Facewash with Activated Charcoal",856744075,10889,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.08,1.26,grocerapp-ponds-pure-detox-facewash-with-619896f256edb.jpeg,"grocerapp-ponds-pure-detox-facewash-with-619896f256edb.jpeg,grocerapp-ponds-pure-detox-facewash-with-619896f256edb.jpeg",assets/images/product_images/,1
"Secret Of Lady Midnight Body Spray",669319006,21110,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.9179999999999999,1.0979999999999999,grocerapp-secret-of-lady-midnight-body-5ea16020f3a78.jpeg,"grocerapp-secret-of-lady-midnight-body-5ea16020f3a78.jpeg,grocerapp-secret-of-lady-midnight-body-5ea16020f3a78.jpeg",assets/images/product_images/,1
"Big Paki Razor",429743354,20084,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,-0.108,0.072,grocerapp-bic-body-disposible-razor-620f3e71493ab.jpeg,"grocerapp-bic-body-disposible-razor-620f3e71493ab.jpeg,grocerapp-bic-body-disposible-razor-620f3e71493ab.jpeg",assets/images/product_images/,1
